"","subj","item","pos","word","RT","newCond","newSubj"
"8435",16,36,1,"Visagistin",474,"a","S403"
"8436",16,36,2,"der",344,"a","S403"
"8437",16,36,3,"Bürgermeisterin,",526,"a","S403"
"8438",16,36,4,"die",421,"a","S403"
"8439",16,36,5,"beeindruckend",509,"a","S403"
"8440",16,36,6,"viel",393,"a","S403"
"8441",16,36,7,"Ehrgeiz",435,"a","S403"
"8442",16,36,8,"hatte,",652,"a","S403"
"8443",16,36,9,"schrieb",385,"a","S403"
"8444",16,36,10,"Gedichte.",2735,"a","S403"
"9346",19,9,0,"Die",673,"a","S404"
"9347",19,9,1,"Trainerin",361,"a","S404"
"9348",19,9,2,"der",340,"a","S404"
"9349",19,9,3,"Athletin,",282,"a","S404"
"9350",19,9,4,"die",446,"a","S404"
"9351",19,9,5,"einen",278,"a","S404"
"9352",19,9,6,"fürchterlichen",243,"a","S404"
"9353",19,9,7,"Schnupfen",618,"a","S404"
"9354",19,9,8,"hatte,",326,"a","S404"
"9355",19,9,9,"verlangte",443,"a","S404"
"9356",19,9,10,"immer",374,"a","S404"
"9357",19,9,11,"maximale",442,"a","S404"
"9358",19,9,12,"Leistung.",708,"a","S404"
"95511",19,10,0,"Die",316,"a","S404"
"9552",19,10,1,"Sekretärin",306,"a","S404"
"9553",19,10,2,"der",285,"a","S404"
"9554",19,10,3,"Direktorin,",253,"a","S404"
"9555",19,10,4,"die",403,"a","S404"
"9556",19,10,5,"außergewöhnlich",328,"a","S404"
"9557",19,10,6,"grosse",401,"a","S404"
"9558",19,10,7,"Ohren",426,"a","S404"
"9559",19,10,8,"hatte,",412,"a","S404"
"9560",19,10,9,"überlegt",473,"a","S404"
"95611",19,10,10,"sich",873,"a","S404"
"9562",19,10,11,"zu",533,"a","S404"
"9563",19,10,12,"kündigen.",600,"a","S404"
"9564",19,34,0,"Die",268,"a","S404"
"9565",19,34,1,"Cousine",295,"a","S404"
"9566",19,34,2,"der",238,"a","S404"
"9567",19,34,3,"Schriftstellerin,",223,"a","S404"
"9568",19,34,4,"die",480,"a","S404"
"9569",19,34,5,"eine",270,"a","S404"
"9570",19,34,6,"tragische",434,"a","S404"
"95711",19,34,7,"Vergangenheit",555,"a","S404"
"9572",19,34,8,"hatte,",373,"a","S404"
"9573",19,34,9,"fährt",326,"a","S404"
"9574",19,34,10,"einen",764,"a","S404"
"9575",19,34,11,"BMW.",846,"a","S404"
"96111",19,22,0,"Die",384,"a","S404"
"9612",19,22,1,"Tutorin",296,"a","S404"
"9613",19,22,2,"der",275,"a","S404"
"9614",19,22,3,"Studentin,",268,"a","S404"
"9615",19,22,4,"die",702,"a","S404"
"9616",19,22,5,"überschäumend",279,"a","S404"
"9617",19,22,6,"gute",328,"a","S404"
"9618",19,22,7,"Laune",651,"a","S404"
"9619",19,22,8,"hatte,",308,"a","S404"
"9620",19,22,9,"hatte",419,"a","S404"
"96211",19,22,10,"die",307,"a","S404"
"9622",19,22,11,"Regelstudienzeit",625,"a","S404"
"9623",19,22,12,"schon",1211,"a","S404"
"9624",19,22,13,"langen",442,"a","S404"
"9625",19,22,14,"überschritten.",454,"a","S404"
"9728",19,21,0,"Die",304,"a","S404"
"9729",19,21,1,"Assistentin",313,"a","S404"
"9730",19,21,2,"der",372,"a","S404"
"9731",19,21,3,"Zahnärztin,",305,"a","S404"
"9732",19,21,4,"die",387,"a","S404"
"9733",19,21,5,"einen",257,"a","S404"
"9734",19,21,6,"eigenwilligen",284,"a","S404"
"9735",19,21,7,"Haarschnitt",516,"a","S404"
"9736",19,21,8,"hatte,",466,"a","S404"
"9737",19,21,9,"war",307,"a","S404"
"9738",19,21,10,"sehr",367,"a","S404"
"9739",19,21,11,"selbstbewußt.",704,"a","S404"
"9777",19,33,0,"Die",306,"a","S404"
"9778",19,33,1,"Mentorin",301,"a","S404"
"9779",19,33,2,"der",365,"a","S404"
"9780",19,33,3,"Doktorandin,",288,"a","S404"
"9781",19,33,4,"die",1076,"a","S404"
"9782",19,33,5,"zwei",413,"a","S404"
"9783",19,33,6,"kleine",641,"a","S404"
"9784",19,33,7,"Kinder",270,"a","S404"
"9785",19,33,8,"hatte,",276,"a","S404"
"9786",19,33,9,"war",2006,"a","S404"
"9787",19,33,10,"kurz",514,"a","S404"
"9788",19,33,11,"vor",360,"a","S404"
"9789",19,33,12,"dem",396,"a","S404"
"9790",19,33,13,"Verzweifeln.",734,"a","S404"
"4030",7,35,0,"Die",675,"b","S405"
"4031",7,35,1,"Optikerin",776,"b","S405"
"4032",7,35,2,"des",920,"b","S405"
"4033",7,35,3,"Verkäufers,",2355,"b","S405"
"4034",7,35,4,"der",404,"b","S405"
"4035",7,35,5,"eine",399,"b","S405"
"4036",7,35,6,"schwerwiegende",455,"b","S405"
"4037",7,35,7,"Depression",581,"b","S405"
"4038",7,35,8,"hatte,",1848,"b","S405"
"4039",7,35,9,"wurde",356,"b","S405"
"4040",7,35,10,"überfallen.",4423,"b","S405"
"4054",7,24,0,"Die",650,"b","S405"
"4055",7,24,1,"Patientin",1046,"b","S405"
"4056",7,24,2,"des",606,"b","S405"
"4057",7,24,3,"Logopäden,",1135,"b","S405"
"4058",7,24,4,"der",512,"b","S405"
"4059",7,24,5,"eine",633,"b","S405"
"4060",7,24,6,"sportliche",458,"b","S405"
"4061",7,24,7,"Figur",440,"b","S405"
"4062",7,24,8,"hatte,",549,"b","S405"
"4063",7,24,9,"spielte",403,"b","S405"
"4064",7,24,10,"sehr",484,"b","S405"
"4065",7,24,11,"gerne",435,"b","S405"
"4066",7,24,12,"Klavier.",2814,"b","S405"
"4120",7,23,0,"Die",894,"b","S405"
"4121",7,23,1,"Steuerberaterin",1197,"b","S405"
"4122",7,23,2,"des",1025,"b","S405"
"4123",7,23,3,"Psychologen,",1367,"b","S405"
"4124",7,23,4,"der",428,"b","S405"
"4125",7,23,5,"beschämend",793,"b","S405"
"4126",7,23,6,"vernachlässigte",660,"b","S405"
"4127",7,23,7,"Zähne",765,"b","S405"
"4128",7,23,8,"hatte,",2010,"b","S405"
"4129",7,23,9,"hat",388,"b","S405"
"4130",7,23,10,"eine",336,"b","S405"
"4131",7,23,11,"Stauballergie.",6298,"b","S405"
"4144",7,36,0,"Die",797,"b","S405"
"4145",7,36,1,"Visagistin",1265,"b","S405"
"4146",7,36,2,"des",532,"b","S405"
"4147",7,36,3,"Bürgermeisters,",1428,"b","S405"
"4148",7,36,4,"der",1380,"b","S405"
"4149",7,36,5,"beeindruckend",682,"b","S405"
"4150",7,36,6,"viel",833,"b","S405"
"4151",7,36,7,"Ehrgeiz",674,"b","S405"
"4152",7,36,8,"hatte,",2804,"b","S405"
"4153",7,36,9,"schrieb",411,"b","S405"
"4154",7,36,10,"Gedichte.",1294,"b","S405"
"4325",7,11,0,"Die",590,"b","S405"
"4326",7,11,1,"Vertraute",639,"b","S405"
"4327",7,11,2,"des",520,"b","S405"
"4328",7,11,3,"Richters,",517,"b","S405"
"4329",7,11,4,"der",512,"b","S405"
"4330",7,11,5,"viele",427,"b","S405"
"4331",7,11,6,"gute",403,"b","S405"
"4332",7,11,7,"Einfälle",470,"b","S405"
"4333",7,11,8,"hatte,",1697,"b","S405"
"4334",7,11,9,"kannte",528,"b","S405"
"4335",7,11,10,"viele",465,"b","S405"
"4336",7,11,11,"Geheimnisse.",2214,"b","S405"
"4374",7,12,0,"Die",525,"b","S405"
"4375",7,12,1,"Schwiegertochter",530,"b","S405"
"4376",7,12,2,"des",480,"b","S405"
"4377",7,12,3,"Gittaristen,",3011,"b","S405"
"4378",7,12,4,"der",400,"b","S405"
"4379",7,12,5,"einen",392,"b","S405"
"4380",7,12,6,"ausgezeichneten",557,"b","S405"
"4381",7,12,7,"Geschmack",859,"b","S405"
"4382",7,12,8,"hatte,",2427,"b","S405"
"4383",7,12,9,"lachte",369,"b","S405"
"4384",7,12,10,"eigentlich",277,"b","S405"
"4385",7,12,11,"ständig.",1001,"b","S405"
"537",10,20,0,"Die",339,"b","S406"
"538",10,20,1,"Retterin",488,"b","S406"
"539",10,20,2,"des",1600,"b","S406"
"540",10,20,3,"Verunglückten,",739,"b","S406"
"541",10,20,4,"der",500,"b","S406"
"542",10,20,5,"eine",921,"b","S406"
"543",10,20,6,"schöne",433,"b","S406"
"544",10,20,7,"Wohnung",498,"b","S406"
"545",10,20,8,"hatte,",600,"b","S406"
"546",10,20,9,"bekam",765,"b","S406"
"547",10,20,10,"eine",514,"b","S406"
"548",10,20,11,"Auszeichnung.",583,"b","S406"
"646",10,32,0,"Die",396,"b","S406"
"647",10,32,1,"Agentin",414,"b","S406"
"648",10,32,2,"des",689,"b","S406"
"649",10,32,3,"Sängers,",430,"b","S406"
"650",10,32,4,"der",445,"b","S406"
"651",10,32,5,"einige",484,"b","S406"
"652",10,32,6,"silbergraue",684,"b","S406"
"653",10,32,7,"Strähnen",463,"b","S406"
"654",10,32,8,"hatte,",456,"b","S406"
"655",10,32,9,"wurde",479,"b","S406"
"656",10,32,10,"wegen",598,"b","S406"
"657",10,32,11,"Drogenbesitz",467,"b","S406"
"658",10,32,12,"festgenommen.",505,"b","S406"
"720",10,33,0,"Die",365,"b","S406"
"721",10,33,1,"Mentorin",463,"b","S406"
"722",10,33,2,"des",435,"b","S406"
"723",10,33,3,"Doktoranden,",965,"b","S406"
"724",10,33,4,"der",1006,"b","S406"
"725",10,33,5,"zwei",560,"b","S406"
"726",10,33,6,"kleine",418,"b","S406"
"727",10,33,7,"Kinder",495,"b","S406"
"728",10,33,8,"hatte,",625,"b","S406"
"729",10,33,9,"war",508,"b","S406"
"730",10,33,10,"kurz",456,"b","S406"
"731",10,33,11,"vor",454,"b","S406"
"732",10,33,12,"dem",524,"b","S406"
"733",10,33,13,"Verzweifeln.",2100,"b","S406"
"807",10,21,0,"Die",385,"b","S406"
"808",10,21,1,"Assistentin",456,"b","S406"
"809",10,21,2,"des",487,"b","S406"
"810",10,21,3,"Zahnarztes,",524,"b","S406"
"811",10,21,4,"der",439,"b","S406"
"812",10,21,5,"einen",678,"b","S406"
"813",10,21,6,"eigenwilligen",521,"b","S406"
"814",10,21,7,"Haarschnitt",466,"b","S406"
"815",10,21,8,"hatte,",471,"b","S406"
"816",10,21,9,"war",895,"b","S406"
"817",10,21,10,"sehr",471,"b","S406"
"818",10,21,11,"selbstbewußt.",1913,"b","S406"
"831",10,8,0,"Die",389,"b","S406"
"832",10,8,1,"Schneiderin",496,"b","S406"
"833",10,8,2,"des",509,"b","S406"
"834",10,8,3,"Geschäftsmanns,",740,"b","S406"
"835",10,8,4,"der",482,"b","S406"
"836",10,8,5,"sehr",500,"b","S406"
"837",10,8,6,"schwarzen",498,"b","S406"
"838",10,8,7,"Humor",617,"b","S406"
"839",10,8,8,"hatte,",481,"b","S406"
"840",10,8,9,"lachte",474,"b","S406"
"841",10,8,10,"viel.",6200,"b","S406"
"842",10,9,0,"Die",413,"b","S406"
"843",10,9,1,"Trainerin",437,"b","S406"
"844",10,9,2,"des",430,"b","S406"
"845",10,9,3,"Athleten,",553,"b","S406"
"846",10,9,4,"der",430,"b","S406"
"847",10,9,5,"einen",404,"b","S406"
"848",10,9,6,"fürchterlichen",433,"b","S406"
"849",10,9,7,"Schnupfen",415,"b","S406"
"850",10,9,8,"hatte,",409,"b","S406"
"851",10,9,9,"verlangte",436,"b","S406"
"852",10,9,10,"immer",498,"b","S406"
"853",10,9,11,"maximale",427,"b","S406"
"854",10,9,12,"Leistung.",369,"b","S406"
"98511",20,11,0,"Die",538,"b","S407"
"98521",20,11,1,"Vertraute",643,"b","S407"
"98531",20,11,2,"des",647,"b","S407"
"98541",20,11,3,"Richters,",808,"b","S407"
"98551",20,11,4,"der",626,"b","S407"
"98561",20,11,5,"viele",934,"b","S407"
"98571",20,11,6,"gute",448,"b","S407"
"98581",20,11,7,"Einfälle",405,"b","S407"
"98591",20,11,8,"hatte,",473,"b","S407"
"98601",20,11,9,"kannte",506,"b","S407"
"98611",20,11,10,"viele",495,"b","S407"
"98621",20,11,11,"Geheimnisse.",650,"b","S407"
"98631",20,22,0,"Die",443,"b","S407"
"98641",20,22,1,"Tutorin",665,"b","S407"
"98651",20,22,2,"des",420,"b","S407"
"98661",20,22,3,"Studenten,",603,"b","S407"
"98671",20,22,4,"der",488,"b","S407"
"98681",20,22,5,"überschäumend",602,"b","S407"
"98691",20,22,6,"gute",461,"b","S407"
"98701",20,22,7,"Laune",486,"b","S407"
"98711",20,22,8,"hatte,",573,"b","S407"
"98721",20,22,9,"hatte",894,"b","S407"
"98731",20,22,10,"die",525,"b","S407"
"98741",20,22,11,"Regelstudienzeit",678,"b","S407"
"98751",20,22,12,"schon",496,"b","S407"
"98761",20,22,13,"langen",454,"b","S407"
"98771",20,22,14,"überschritten.",1078,"b","S407"
"99531",20,10,0,"Die",395,"b","S407"
"99541",20,10,1,"Sekretärin",653,"b","S407"
"99551",20,10,2,"des",470,"b","S407"
"99561",20,10,3,"Direktors,",573,"b","S407"
"99571",20,10,4,"der",485,"b","S407"
"99581",20,10,5,"außergewöhnlich",619,"b","S407"
"99591",20,10,6,"grosse",558,"b","S407"
"99601",20,10,7,"Ohren",465,"b","S407"
"99611",20,10,8,"hatte,",439,"b","S407"
"99621",20,10,9,"überlegt",435,"b","S407"
"99631",20,10,10,"sich",700,"b","S407"
"99641",20,10,11,"zu",412,"b","S407"
"99651",20,10,12,"kündigen.",741,"b","S407"
"101761",20,34,0,"Die",372,"b","S407"
"101771",20,34,1,"Cousine",450,"b","S407"
"101781",20,34,2,"des",449,"b","S407"
"101791",20,34,3,"Schriftstellers,",520,"b","S407"
"101801",20,34,4,"der",495,"b","S407"
"101811",20,34,5,"eine",523,"b","S407"
"101821",20,34,6,"tragische",568,"b","S407"
"101831",20,34,7,"Vergangenheit",622,"b","S407"
"101841",20,34,8,"hatte,",473,"b","S407"
"101851",20,34,9,"fährt",484,"b","S407"
"101861",20,34,10,"einen",675,"b","S407"
"101871",20,34,11,"BMW.",499,"b","S407"
"101881",20,35,0,"Die",607,"b","S407"
"101891",20,35,1,"Optikerin",563,"b","S407"
"101901",20,35,2,"des",745,"b","S407"
"101911",20,35,3,"Verkäufers,",566,"b","S407"
"101921",20,35,4,"der",648,"b","S407"
"101931",20,35,5,"eine",536,"b","S407"
"101941",20,35,6,"schwerwiegende",816,"b","S407"
"101951",20,35,7,"Depression",801,"b","S407"
"101961",20,35,8,"hatte,",635,"b","S407"
"101971",20,35,9,"wurde",409,"b","S407"
"101981",20,35,10,"überfallen.",523,"b","S407"
"101991",20,23,0,"Die",431,"b","S407"
"102001",20,23,1,"Steuerberaterin",660,"b","S407"
"102011",20,23,2,"des",582,"b","S407"
"102021",20,23,3,"Psychologen,",644,"b","S407"
"102031",20,23,4,"der",672,"b","S407"
"102041",20,23,5,"beschämend",663,"b","S407"
"102051",20,23,6,"vernachlässigte",1005,"b","S407"
"102061",20,23,7,"Zähne",1134,"b","S407"
"102071",20,23,8,"hatte,",872,"b","S407"
"102081",20,23,9,"hat",758,"b","S407"
"102091",20,23,10,"eine",841,"b","S407"
"102101",20,23,11,"Stauballergie.",672,"b","S407"
"891",11,8,0,"Die",344,"b","S408"
"892",11,8,1,"Schneiderin",619,"b","S408"
"893",11,8,2,"des",420,"b","S408"
"894",11,8,3,"Geschäftsmanns,",380,"b","S408"
"895",11,8,4,"der",1332,"b","S408"
"896",11,8,5,"sehr",449,"b","S408"
"897",11,8,6,"schwarzen",446,"b","S408"
"898",11,8,7,"Humor",644,"b","S408"
"899",11,8,8,"hatte,",431,"b","S408"
"900",11,8,9,"lachte",532,"b","S408"
"901",11,8,10,"viel.",580,"b","S408"
"917",11,7,0,"Die",528,"b","S408"
"918",11,7,1,"Konkurentin",1275,"b","S408"
"919",11,7,2,"des",539,"b","S408"
"920",11,7,3,"Sportlers,",832,"b","S408"
"921",11,7,4,"der",289,"b","S408"
"922",11,7,5,"einen",437,"b","S408"
"923",11,7,6,"ungewöhnlichen",464,"b","S408"
"924",11,7,7,"Namen",424,"b","S408"
"925",11,7,8,"hatte,",343,"b","S408"
"926",11,7,9,"hat",554,"b","S408"
"927",11,7,10,"sich",312,"b","S408"
"928",11,7,11,"verletzt.",596,"b","S408"
"941",11,32,0,"Die",386,"b","S408"
"942",11,32,1,"Agentin",443,"b","S408"
"943",11,32,2,"des",418,"b","S408"
"944",11,32,3,"Sängers,",905,"b","S408"
"945",11,32,4,"der",378,"b","S408"
"946",11,32,5,"einige",365,"b","S408"
"947",11,32,6,"silbergraue",288,"b","S408"
"948",11,32,7,"Strähnen",722,"b","S408"
"949",11,32,8,"hatte,",460,"b","S408"
"950",11,32,9,"wurde",541,"b","S408"
"951",11,32,10,"wegen",186,"b","S408"
"952",11,32,11,"Drogenbesitz",942,"b","S408"
"953",11,32,12,"festgenommen.",324,"b","S408"
"979",11,31,0,"Die",498,"b","S408"
"980",11,31,1,"Gärtnerin",651,"b","S408"
"981",11,31,2,"des",503,"b","S408"
"982",11,31,3,"Bankers,",517,"b","S408"
"983",11,31,4,"der",597,"b","S408"
"984",11,31,5,"andauernd",328,"b","S408"
"985",11,31,6,"heftige",464,"b","S408"
"986",11,31,7,"Migräne",382,"b","S408"
"987",11,31,8,"hatte,",370,"b","S408"
"988",11,31,9,"war",473,"b","S408"
"989",11,31,10,"nicht",286,"b","S408"
"990",11,31,11,"besonders",456,"b","S408"
"991",11,31,12,"gesprächig.",658,"b","S408"
"1018",11,19,0,"Die",429,"b","S408"
"1019",11,19,1,"Anwältin",751,"b","S408"
"1020",11,19,2,"des",522,"b","S408"
"1021",11,19,3,"Angeklagten,",623,"b","S408"
"1022",11,19,4,"der",416,"b","S408"
"1023",11,19,5,"kein",263,"b","S408"
"1024",11,19,6,"bisschen",269,"b","S408"
"1025",11,19,7,"Anstand",378,"b","S408"
"1026",11,19,8,"hatte,",346,"b","S408"
"1027",11,19,9,"hat",369,"b","S408"
"1028",11,19,10,"sich",298,"b","S408"
"1029",11,19,11,"verspätet.",535,"b","S408"
"1300",11,20,0,"Die",331,"b","S408"
"1301",11,20,1,"Retterin",522,"b","S408"
"1302",11,20,2,"des",174,"b","S408"
"1303",11,20,3,"Verunglückten,",705,"b","S408"
"1304",11,20,4,"der",246,"b","S408"
"1305",11,20,5,"eine",187,"b","S408"
"1306",11,20,6,"schöne",467,"b","S408"
"1307",11,20,7,"Wohnung",171,"b","S408"
"1308",11,20,8,"hatte,",543,"b","S408"
"1309",11,20,9,"bekam",568,"b","S408"
"1310",11,20,10,"eine",406,"b","S408"
"1311",11,20,11,"Auszeichnung.",398,"b","S408"
"67011",24,32,0,"Die",412,"c","S409"
"67021",24,32,1,"Agentin",870,"c","S409"
"67031",24,32,2,"des",409,"c","S409"
"67041",24,32,3,"Sängers,",667,"c","S409"
"67051",24,32,4,"die",389,"c","S409"
"67061",24,32,5,"einige",473,"c","S409"
"67071",24,32,6,"silbergraue",704,"c","S409"
"67081",24,32,7,"Strähnen",819,"c","S409"
"67091",24,32,8,"hatte,",581,"c","S409"
"67101",24,32,9,"wurde",427,"c","S409"
"67111",24,32,10,"wegen",455,"c","S409"
"67121",24,32,11,"Drogenbesitz",880,"c","S409"
"67131",24,32,12,"festgenommen.",1415,"c","S409"
"67141",24,33,0,"Die",407,"c","S409"
"67151",24,33,1,"Mentorin",1821,"c","S409"
"67161",24,33,2,"des",499,"c","S409"
"67171",24,33,3,"Doktoranden,",1769,"c","S409"
"67181",24,33,4,"die",463,"c","S409"
"67191",24,33,5,"zwei",593,"c","S409"
"67201",24,33,6,"kleine",449,"c","S409"
"67211",24,33,7,"Kinder",526,"c","S409"
"67221",24,33,8,"hatte,",408,"c","S409"
"67231",24,33,9,"war",423,"c","S409"
"67241",24,33,10,"kurz",341,"c","S409"
"67251",24,33,11,"vor",360,"c","S409"
"67261",24,33,12,"dem",443,"c","S409"
"67271",24,33,13,"Verzweifeln.",998,"c","S409"
"68861",24,8,0,"Die",380,"c","S409"
"68871",24,8,1,"Schneiderin",629,"c","S409"
"68881",24,8,2,"des",353,"c","S409"
"68891",24,8,3,"Geschäftsmanns,",1554,"c","S409"
"68901",24,8,4,"die",457,"c","S409"
"68911",24,8,5,"sehr",413,"c","S409"
"68921",24,8,6,"schwarzen",933,"c","S409"
"68931",24,8,7,"Humor",553,"c","S409"
"68941",24,8,8,"hatte,",535,"c","S409"
"68951",24,8,9,"lachte",974,"c","S409"
"68961",24,8,10,"viel.",1337,"c","S409"
"69721",24,20,0,"Die",403,"c","S409"
"69731",24,20,1,"Retterin",1179,"c","S409"
"69741",24,20,2,"des",390,"c","S409"
"69751",24,20,3,"Verunglückten,",1343,"c","S409"
"69761",24,20,4,"die",327,"c","S409"
"69771",24,20,5,"eine",333,"c","S409"
"69781",24,20,6,"schöne",525,"c","S409"
"69791",24,20,7,"Wohnung",598,"c","S409"
"69801",24,20,8,"hatte,",1249,"c","S409"
"69811",24,20,9,"bekam",576,"c","S409"
"69821",24,20,10,"eine",432,"c","S409"
"69831",24,20,11,"Auszeichnung.",1041,"c","S409"
"70581",24,21,0,"Die",508,"c","S409"
"70591",24,21,1,"Assistentin",1055,"c","S409"
"70601",24,21,2,"des",463,"c","S409"
"70611",24,21,3,"Zahnarztes,",1154,"c","S409"
"70621",24,21,4,"die",357,"c","S409"
"70631",24,21,5,"einen",354,"c","S409"
"70641",24,21,6,"eigenwilligen",2578,"c","S409"
"70651",24,21,7,"Haarschnitt",622,"c","S409"
"70661",24,21,8,"hatte,",415,"c","S409"
"70671",24,21,9,"war",669,"c","S409"
"70681",24,21,10,"sehr",383,"c","S409"
"70691",24,21,11,"selbstbewußt.",768,"c","S409"
"71081",24,9,0,"Die",415,"c","S409"
"71091",24,9,1,"Trainerin",366,"c","S409"
"71101",24,9,2,"des",404,"c","S409"
"71111",24,9,3,"Athleten,",297,"c","S409"
"71121",24,9,4,"die",637,"c","S409"
"71131",24,9,5,"einen",339,"c","S409"
"71141",24,9,6,"fürchterlichen",332,"c","S409"
"71151",24,9,7,"Schnupfen",555,"c","S409"
"71161",24,9,8,"hatte,",342,"c","S409"
"71171",24,9,9,"verlangte",427,"c","S409"
"71181",24,9,10,"immer",498,"c","S409"
"71191",24,9,11,"maximale",400,"c","S409"
"71201",24,9,12,"Leistung.",559,"c","S409"
"3179",5,28,0,"Die",378,"c","S4010"
"3180",5,28,1,"Reisefüherin",667,"c","S4010"
"3181",5,28,2,"des",709,"c","S4010"
"3182",5,28,3,"Touristen,",1175,"c","S4010"
"3183",5,28,4,"die",481,"c","S4010"
"3184",5,28,5,"eine",404,"c","S4010"
"3185",5,28,6,"dicke",419,"c","S4010"
"3186",5,28,7,"Hornbrille",682,"c","S4010"
"3187",5,28,8,"hatte,",762,"c","S4010"
"3188",5,28,9,"bekam",898,"c","S4010"
"3189",5,28,10,"ständig",555,"c","S4010"
"3190",5,28,11,"Anrufe.",490,"c","S4010"
"3324",5,27,0,"Die",312,"c","S4010"
"3325",5,27,1,"Ärztin",427,"c","S4010"
"3326",5,27,2,"des",483,"c","S4010"
"3327",5,27,3,"Bauern,",653,"c","S4010"
"3328",5,27,4,"die",363,"c","S4010"
"3329",5,27,5,"weithin",507,"c","S4010"
"3330",5,27,6,"bekannte",962,"c","S4010"
"3331",5,27,7,"Vorfahren",518,"c","S4010"
"3332",5,27,8,"hatte,",509,"c","S4010"
"3333",5,27,9,"war",373,"c","S4010"
"3334",5,27,10,"sehr",333,"c","S4010"
"3335",5,27,11,"neugierig.",294,"c","S4010"
"3438",5,4,0,"Die",201,"c","S4010"
"3439",5,4,1,"Kollegin",437,"c","S4010"
"3440",5,4,2,"des",567,"c","S4010"
"3441",5,4,3,"Detektiven,",495,"c","S4010"
"3442",5,4,4,"die",666,"c","S4010"
"3443",5,4,5,"einen",579,"c","S4010"
"3444",5,4,6,"großen",456,"c","S4010"
"3445",5,4,7,"Hund",491,"c","S4010"
"3446",5,4,8,"hatte,",337,"c","S4010"
"3447",5,4,9,"hatte",384,"c","S4010"
"3448",5,4,10,"öfter",378,"c","S4010"
"3449",5,4,11,"Probleme",332,"c","S4010"
"3450",5,4,12,"mit",336,"c","S4010"
"3451",5,4,13,"dem",258,"c","S4010"
"3452",5,4,14,"Finanzamt.",423,"c","S4010"
"3453",5,16,0,"Die",352,"c","S4010"
"3454",5,16,1,"Managerin",350,"c","S4010"
"3455",5,16,2,"des",407,"c","S4010"
"3456",5,16,3,"Künstlers,",439,"c","S4010"
"3457",5,16,4,"die",565,"c","S4010"
"3458",5,16,5,"kristallklare",950,"c","S4010"
"3459",5,16,6,"blaue",556,"c","S4010"
"3460",5,16,7,"Augen",585,"c","S4010"
"3461",5,16,8,"hat,",547,"c","S4010"
"3462",5,16,9,"ist",563,"c","S4010"
"3463",5,16,10,"noch",576,"c","S4010"
"3464",5,16,11,"recht",581,"c","S4010"
"3465",5,16,12,"unerfahren.",517,"c","S4010"
"3537",5,15,0,"Die",252,"c","S4010"
"3538",5,15,1,"Angestellte",311,"c","S4010"
"3539",5,15,2,"des",464,"c","S4010"
"3540",5,15,3,"Bäckers,",295,"c","S4010"
"3541",5,15,4,"die",351,"c","S4010"
"3542",5,15,5,"regelmässig",323,"c","S4010"
"3543",5,15,6,"starke",342,"c","S4010"
"3544",5,15,7,"Hustenanfälle",450,"c","S4010"
"3545",5,15,8,"hat,",455,"c","S4010"
"3546",5,15,9,"überlegt",327,"c","S4010"
"3547",5,15,10,"zu",316,"c","S4010"
"3548",5,15,11,"kündigen.",297,"c","S4010"
"3549",5,3,0,"Die",360,"c","S4010"
"3550",5,3,1,"Verlegerin",299,"c","S4010"
"3551",5,3,2,"des",481,"c","S4010"
"3552",5,3,3,"Autors,",350,"c","S4010"
"3553",5,3,4,"die",658,"c","S4010"
"3554",5,3,5,"einen",331,"c","S4010"
"3555",5,3,6,"österreichischen",351,"c","S4010"
"3556",5,3,7,"Akzent",411,"c","S4010"
"3557",5,3,8,"hatte,",527,"c","S4010"
"3558",5,3,9,"hat",394,"c","S4010"
"3559",5,3,10,"sich",370,"c","S4010"
"3560",5,3,11,"gemeldet.",689,"c","S4010"
"50321",9,24,0,"Die",301,"c","S4011"
"50331",9,24,1,"Patientin",278,"c","S4011"
"50341",9,24,2,"des",376,"c","S4011"
"50351",9,24,3,"Logopäden,",263,"c","S4011"
"50361",9,24,4,"die",486,"c","S4011"
"50371",9,24,5,"eine",347,"c","S4011"
"50381",9,24,6,"sportliche",303,"c","S4011"
"50391",9,24,7,"Figur",459,"c","S4011"
"50401",9,24,8,"hatte,",352,"c","S4011"
"50411",9,24,9,"spielte",427,"c","S4011"
"50421",9,24,10,"sehr",366,"c","S4011"
"50431",9,24,11,"gerne",363,"c","S4011"
"50441",9,24,12,"Klavier.",429,"c","S4011"
"51061",9,36,0,"Die",336,"c","S4011"
"51071",9,36,1,"Visagistin",298,"c","S4011"
"51081",9,36,2,"des",609,"c","S4011"
"51091",9,36,3,"Bürgermeisters,",446,"c","S4011"
"51101",9,36,4,"die",386,"c","S4011"
"51111",9,36,5,"beeindruckend",413,"c","S4011"
"51121",9,36,6,"viel",396,"c","S4011"
"51131",9,36,7,"Ehrgeiz",387,"c","S4011"
"51141",9,36,8,"hatte,",441,"c","S4011"
"51151",9,36,9,"schrieb",528,"c","S4011"
"51161",9,36,10,"Gedichte.",486,"c","S4011"
"51171",9,11,0,"Die",566,"c","S4011"
"51181",9,11,1,"Vertraute",386,"c","S4011"
"51191",9,11,2,"des",356,"c","S4011"
"51201",9,11,3,"Richters,",394,"c","S4011"
"51211",9,11,4,"die",391,"c","S4011"
"51221",9,11,5,"viele",439,"c","S4011"
"51231",9,11,6,"gute",449,"c","S4011"
"51241",9,11,7,"Einfälle",767,"c","S4011"
"51251",9,11,8,"hatte,",524,"c","S4011"
